dept,donation,events,food_spend,guest_amt,venue_cost,equipment_rental,event_date,attendance,sponsorship,marketing_spend,student_spend
EEE,377627.7051024837,4,20657.353525833867,36519.43096204268,64062.82079529833,17579.479176283614,2023-01-09,313,466745.6185451587,41194.41467437276,286358.20546958165
Medical Electronics,1486903.8026411552,30,29070.489739609817,39670.12494832954,123435.82998598745,17332.020683464,2023-01-13,661,363087.34549161233,45466.263814170416,663720.5606024249
IT,1732454.3012092956,33,37990.22452594122,20178.62764103689,30072.786593010165,5098.998575303569,2023-02-21,539,385224.0273132946,33068.90229661547,704525.1581564652
AI&DS,472642.6101770125,36,25023.796373575133,47370.95837302702,56700.79844739362,17529.068286437257,2023-07-28,591,54826.64938552708,5253.4090736624175,263196.42110067175
Medical Electronics,236643.38326431537,18,31935.653427190762,28837.128474876543,96088.58768346047,14594.31144943523,2024-07-03,492,261799.15904133447,13384.254943334008,236406.07117521096
Mechanical,96095.24279035597,37,34084.07189755367,37957.480096889965,53333.69360086243,29301.98338686393,2024-09-03,588,123475.6657316097,9487.679173401557,173056.69785198462
Medical Electronics,1301844.4258643687,19,40210.644973515366,46584.847216007576,141417.13663878752,8978.977099845746,2024-12-05,821,98796.84137067245,21349.601400605454,577130.5059625402
ECE,1233833.3703731224,47,77445.14075210431,48883.09891889787,37037.62200455775,13853.854918987376,2024-02-06,128,407048.61657043296,27560.794713518568,583329.0245959084
AI&DS,1116059.9547924364,28,61472.09834655406,42494.196046850346,123661.26652801121,15487.037127245494,2023-07-10,138,76168.68697346824,6952.873036035238,483278.41147020645
ECE,502296.8374261521,40,98762.20047562613,18635.78781419135,86033.32994783307,14767.33842752372,2023-02-20,958,239639.30212822877,20681.50891080449,390385.8030013447
AI&DS,812266.6920157536,20,47326.22442707239,48494.63824484371,117543.00085659428,21645.770691296562,2024-01-28,711,469903.33739715617,13063.085358139517,488564.7400998806
Mechanical,1209228.8536130374,49,77847.85664532325,33265.37890596073,60392.99268048817,10387.82143869422,2024-10-14,272,101057.70722701785,34118.15748164932,535248.532773247
IT,1018695.3747753802,33,88432.15792388804,46878.91143583819,86883.64830056504,10526.788820349797,2024-11-10,116,489216.77763173496,25892.2566195953,551807.4603883044
ECE,1976181.7644190302,12,71108.06437342378,35424.72616164583,131388.59546401293,23230.273712521328,2024-09-12,155,497201.11302291893,27289.294112025895,819896.3453664505
ECE,316057.5174856296,15,47067.82663757464,18825.753283147424,80694.15288600358,17507.26296695449,2024-12-19,325,282252.40579437744,24246.13046150575,273463.88492176065
Cybersecurity,1405531.880392808,41,77823.51676711776,21651.103586426718,66763.58204833505,15378.89190143276,2023-10-27,657,93369.94268680738,48020.88697189552,610389.7017980745
AI&DS,838421.5978033696,39,28330.04239954164,29771.22996963232,89700.20021285569,9230.076291931295,2024-09-13,166,164891.39509103887,14663.080630470346,384789.177461886
CSE,884989.2491049488,2,39479.69486621192,40550.66787019469,113257.15789472769,9688.180572804165,2023-07-15,296,218001.48801150222,28249.891692974343,417962.0500870673
AI&DS,1449315.6430334437,29,59201.67295893599,19309.214810315072,77663.23491480536,5263.790920397513,2024-02-21,753,161568.86993552925,38120.78157644012,610414.1635444565
Cybersecurity,1400250.4950825209,41,61786.84485575335,31087.902476038642,142054.00676849548,7285.656721542731,2024-10-25,934,147511.43413949272,30057.998591055315,655078.0826402167
Civil,1982949.187719267,10,11992.732792536652,20553.12471093807,58342.957125504465,18920.967367256024,2024-02-24,122,486392.5575160152,46805.939857256046,792882.7579068695
AI&DS,300368.86443554424,2,95060.27698804079,41709.623208579826,81810.26880198566,27296.828250210245,2024-10-01,705,85148.76543371537,22008.576003857786,244314.19863535042
IT,253013.81629912436,11,72696.4544095651,26002.76421955777,118400.5957143874,12179.119128263936,2024-09-08,853,369330.67527126253,25865.41125979301,312239.46297905437
Cybersecurity,1462460.6934010452,13,54613.3375208702,8452.527208379835,109585.74176444857,13193.680647403204,2024-06-05,336,10201.041825195687,8983.50418466278,534304.6876927492
Civil,1177854.4881624978,10,93981.45109674775,12472.363466669136,132273.3368142303,7890.140265287805,2023-12-22,665,302129.50800716464,32404.959997336784,582535.3553902502
EEE,584613.2997916214,14,49518.60087257456,7749.710042883453,149585.19348854414,14715.77364017757,2023-05-28,237,458812.07193748566,17969.53858016477,383682.08754940395
Cybersecurity,204867.76952852387,18,98239.20132433345,27468.632570644637,75491.58274336165,5930.542614233229,2023-12-31,572,151087.70610567732,12213.906778200599,224725.6023423584
EEE,217033.58671303955,9,56105.62815191366,9785.178380670222,34449.61437183054,27940.017406547504,2023-12-30,944,100907.7278762824,29503.908180702863,197402.41150390886
ECE,1793672.2055950307,39,20285.71929981815,10136.298618933444,23954.064505035836,21827.783703113215,2024-10-13,883,329323.0994904292,28953.961852095978,737214.8550498346
Cybersecurity,424141.2832015487,28,78832.08752133495,47347.17170172697,114493.99779817031,29768.72023483047,2024-12-02,652,359174.68957621267,8414.22385508214,377571.171668711
Mechanical,680574.5461252655,3,71100.79525700564,44269.478247922496,133621.77727013303,27070.579066962342,2024-02-06,709,347134.95428647083,36419.695407251274,436467.2324513138
EEE,491979.98434262665,20,79568.80491750281,25343.89685651147,48692.63617277442,16824.764842453817,2024-08-28,794,166465.2712104733,33069.74857928838,317855.3225330692
IT,742242.7963722778,6,95629.7825853113,49361.23943825926,40598.24483468778,17992.125778759422,2024-05-06,739,133579.17705807212,13505.777723592375,394310.868393943
Mechanical,185376.49335488206,27,79884.03723859163,5008.3937676798405,28086.66189833983,9764.401162929846,2023-08-17,328,478400.21198140166,26124.568796931973,255358.856004711
Medical Electronics,1062166.5922711273,2,65020.29419949822,32629.07553230272,126951.37982323683,16550.98357098889,2024-07-28,416,462416.75905226544,37414.531241535195,525802.0813200856
Medical Electronics,181844.49900481905,29,87157.80121247568,32739.267981734152,60479.652186035964,27575.69683732029,2024-06-20,697,234085.13884748195,28824.608324357443,266807.89586088667
Civil,1610695.1902536051,38,70592.17954190784,25584.93751414497,72220.59605877094,6271.335590895528,2023-09-25,867,424634.994415643,22797.00842826066,721019.0298114851
ECE,505738.5597253444,3,46730.71511433308,22862.658782043178,85357.5249092496,26588.920074957743,2024-02-09,820,231638.50404080507,19505.230613642463,331745.54726733966
Cybersecurity,1103023.2334787957,16,89705.7787817596,25492.241096627342,129128.9204472416,13523.695041065243,2023-01-11,826,217950.6188555301,32467.723998982412,549879.5931489232
CSE,1766154.2207448436,30,29971.04147059356,23673.21962358562,104608.31880299305,27487.819127407747,2023-11-16,985,86813.84432365438,47259.89142396083,725935.9511250398
IT,1319210.8696420286,40,74317.71474178518,37872.16148670347,99958.40188151547,28521.997658537115,2024-12-13,711,218938.9676810667,35228.51782148675,640003.5665234876
EEE,1089267.683775104,2,89340.71094466813,11090.994573797783,42837.37299426839,21771.622175047647,2023-05-06,660,273334.29991390544,8363.565663634197,479095.34953823744
Mechanical,682450.8185749825,17,75818.48677329667,13893.764926600858,86714.68592227787,21610.59466481695,2023-11-02,300,21027.120440056366,25730.82380669602,330003.75939525466
Medical Electronics,699353.7304634859,41,72754.78771484713,13123.320277659062,112999.53223322518,16318.858442718501,2024-12-02,357,227615.37253594914,45087.08591797824,425063.55421771505
IT,1355499.5626364707,12,77737.44646646525,16811.176330456903,146523.91479396392,25888.505613592686,2024-05-25,579,392864.54701364815,9250.80916104891,654780.772065526
CSE,1988571.7543812767,35,51854.97234705799,28636.62884517125,46182.82019773579,29040.31896083208,2023-03-30,987,343222.5676233922,49499.40704618945,826571.9518926588
Cybersecurity,1340586.4202062883,43,88675.36139413234,10004.393630219842,21240.635898739463,24377.04500847798,2023-12-21,277,321226.9245433282,47708.12271404396,603328.2626532335
Civil,1137677.6638715486,1,28309.282762248207,44067.618289692684,29789.186367801067,20548.41834391773,2024-09-19,856,455682.1599342292,8522.351632844413,526330.677809649
CSE,1474768.4949665298,45,21464.777440030535,18381.268908881255,68860.82047365731,20169.822395533418,2023-12-18,222,18835.684814362707,47003.59942022997,568031.1153157552
IT,957150.9439532504,15,35695.79021066604,12314.209436091853,126670.80420697833,26236.747539591557,2024-11-19,441,282953.3172341947,21340.9665616758,471831.7716798483
CSE,167277.5680715312,26,57841.965709749384,35402.95893192095,20928.470629871856,18530.09414428246,2023-01-14,270,395800.9357207565,43011.91251841381,224766.03075162863
IT,1146478.790961924,37,55950.56158684043,6713.883526969367,79374.97707515923,25096.497156220565,2023-09-14,944,275254.3375236209,23827.25019709722,585848.4267931599
IT,1917369.3047854914,21,83853.8881908928,32898.58541933739,62799.97999438129,17722.131379356142,2023-07-28,747,168708.8207643858,24838.480071613216,745187.9959121104
AI&DS,391840.7375974363,49,46411.179076361565,36418.92938044249,26822.622312964584,6561.106874348103,2023-10-08,158,76762.77689506915,33540.93909398942,246544.4755670969
EEE,1395509.537100298,31,53590.99836623578,14671.243912402362,78530.71726744025,14598.67522260388,2024-03-18,804,444905.9051899337,39851.48386741925,663956.6111827204
Medical Electronics,441820.69288516016,25,11203.091493345608,6888.383304963543,53117.33195377345,16111.023941787467,2024-01-24,564,240673.57226992547,6520.511792671188,289327.5219311478
AI&DS,1094863.9847225086,23,46876.53127986452,21364.041151375233,65745.02846511084,8540.43112466543,2024-09-08,879,440276.4465229937,31692.01979872104,542633.2514050356
Cybersecurity,238519.07681110327,24,68299.68096553079,9436.740360887143,111729.9896219581,7562.40822973032,2024-04-27,359,297067.5399922525,13402.984734381695,282455.671636405
AI&DS,928223.3257034611,38,11395.749756393296,10241.503235300168,87801.62790842573,18386.623741423853,2023-05-27,472,340354.13714135037,20567.72830384413,474376.2713133048
ECE,1524518.49134573,28,35279.37686676194,16441.755415018906,36204.16576906573,7128.590913902053,2023-10-06,194,404087.9656454405,20658.589976984742,627921.6718637135
ECE,727764.472266015,21,28716.072336045094,18296.05660820417,144983.89025507309,12573.6291972521,2024-06-04,224,332986.21685406583,26107.715309951913,400116.9981862823
Medical Electronics,1346577.862750075,43,13778.688601862941,28848.665345963927,102668.399542266,23614.9243990769,2024-09-21,140,205046.87193267947,20036.138534427802,571523.1294059069
CSE,1601127.423539972,18,53133.408092308375,35527.63484763559,119562.8953361291,29110.80448919952,2024-08-28,990,261680.358125039,9831.250330280049,688085.6881248341
EEE,1857996.7479849327,36,26355.096390534083,31674.692339158315,30297.709501088204,22946.764513798214,2024-03-09,353,403492.3070911811,11553.293233645316,748706.3447801964
Medical Electronics,507552.0596181344,35,76877.33856682421,11676.215178028257,26117.589329802457,29815.638711321757,2023-05-24,106,193088.64522276225,6504.709350249395,284890.72097837535
IT,828666.0358281509,45,86313.50953870136,12743.87146036819,22528.24654785055,22458.449281985068,2023-10-16,570,200179.51381656356,26161.208839793944,435539.09545225423
Mechanical,347211.225994314,9,59102.6664402233,44544.61624068115,44543.22361054778,12344.861766358188,2024-01-21,827,56888.15686842056,47950.14626838448,244294.3458684133
EEE,1985342.8292088318,38,98353.66082690273,30125.854177885114,73873.09170340437,21801.313512634046,2023-01-14,610,458146.37325865636,10205.385064165246,842251.2183063739
EEE,1857651.8874523758,30,50543.07143235358,44147.20248039601,141657.39734236698,22553.919129922597,2023-09-14,680,54607.79432326645,47581.90218513869,760951.3852501941
IT,1102916.4040470913,44,56203.138920242396,21719.593009394346,79417.75570455092,14293.174615411515,2023-12-12,168,327622.4969497924,38001.26816294421,541655.1848880982
IT,1691964.9240340216,34,99029.5978561975,32648.00033440957,57733.16369842882,5442.846265234725,2024-11-28,180,212465.29461337088,33687.44613203734,702786.8795418318
Civil,1065868.0556804822,32,30839.359236854394,28564.853722457483,93051.58295755624,22579.994619387173,2023-12-11,641,208753.50122516675,34037.498989560336,489908.3972936338
Medical Electronics,1265992.0916053813,3,94829.13457092147,19360.557041920816,34551.4951575226,5542.50238188854,2024-02-04,684,342980.39992061513,42202.7441778327,584106.8140494848
IT,223792.6426262324,3,13855.379960720193,26146.19174151179,99235.76583064781,20779.70195150178,2023-07-26,361,42875.928988640575,9811.393897091963,184808.30983408488
ECE,1522777.3199687754,28,50174.82012368753,27612.089457211943,93896.15406296543,9090.412218563877,2023-06-21,188,300915.833646203,27713.944560449378,634652.3373523698
Cybersecurity,299041.2930887079,44,16300.31609197592,14034.693864050538,122959.09434274226,19140.088193701085,2024-04-08,307,388295.5751264538,36369.101221734134,329740.30069786514
Mechanical,1660831.8789924304,15,75631.12686222787,19175.46675695292,148269.38951021314,17597.825634515,2023-09-27,312,415824.25136443117,31406.920028310367,731324.0215411164
Medical Electronics,1574954.7709572525,41,64756.804229201596,40613.438772813905,52613.55132309437,5337.841057654564,2023-08-09,933,93559.8908029499,42475.05819604826,649509.7038858744
ECE,1432052.160598804,23,73597.08371208367,46210.47077543572,86255.33860448889,14071.645424877586,2023-06-01,365,449735.3345383051,8252.226905510817,646646.7691963774
CSE,120512.74202328612,40,43703.23599712153,21190.734209538474,138152.50282147047,20027.27918490757,2024-09-14,392,331511.5850052467,36081.54677746247,277937.9023980481
IT,641100.2940933908,11,43253.37406282423,18813.752699405817,122074.68497496936,26215.163797469493,2023-07-02,306,442108.85240213457,29031.247867312297,395269.5785193069
IT,563069.5113261435,48,14078.735106480515,13783.872405734714,83362.81940310498,27216.05284591293,2024-02-03,432,247787.55138399714,22062.238879097455,344412.1821735295
EEE,752265.9945694623,32,41495.044557667585,35532.10258927615,142898.31444992113,17096.24925083058,2023-03-13,176,275596.339097629,20312.37420053139,427832.7909654687
ECE,220903.35618948514,36,93635.95620358535,19539.486574985178,27440.77015718522,23210.562182485955,2024-02-22,387,460328.75574404886,32937.46847483868,298851.44554487
EEE,1877067.7549105724,33,44130.388346240405,49448.729259463486,141029.82056263593,12911.364413336441,2023-10-10,146,450955.67624378914,45094.79185899191,814245.3647503612
Civil,1129914.3693891338,24,84823.0935599773,19655.816092877896,26565.96100976485,13554.660143966435,2023-03-15,721,229598.82795081098,27327.916674550186,522021.82259742083
EEE,645772.4057831459,39,85809.29542749407,22736.122105218266,91149.61673490897,9861.587979557844,2023-12-21,299,144462.18950148407,42112.542383461405,389296.8792451086
Civil,824113.9582948526,34,43591.70407413104,32150.038829541565,135757.32324014115,19048.702749830984,2024-12-27,526,202653.51293648942,23097.03718297854,443533.79673312715
Civil,922044.9539844295,28,66878.981235657,41075.793193608726,54153.72266296937,12864.103773184132,2024-05-11,309,200004.52097957738,9607.750825692943,434360.9446780879
IT,1221158.9500532036,37,18583.444204575277,26128.339940553516,81392.3048628706,7109.272410962626,2023-11-24,987,150564.76874156905,7767.758140638734,526627.8815364703
CSE,1055574.8840081706,7,19331.072266084884,24019.521520503124,62162.75428780566,22125.152166579468,2024-06-18,519,141604.0061231536,7310.046709565491,440454.7138091377
EEE,1842814.3477681137,4,14379.189729554198,49803.70251176637,143778.7092199257,22693.830190134955,2024-08-02,253,431920.83887506253,22106.756388095146,742059.0712434623
ECE,1019078.791666369,37,62291.358403759856,5472.2138512975,127073.9273179018,13999.810469476446,2024-03-22,621,44232.341135484225,20175.69878761289,491266.06603645097
Civil,1984708.1289054598,1,48346.38798634873,45277.937998306064,112170.19647242935,6918.08498640057,2024-01-08,514,342029.47922880115,37307.166063015626,787008.1336168047
IT,1710278.6676029367,1,59322.912099781606,11711.337167288184,96391.50825996413,15657.442935085648,2023-12-28,452,94681.82521366162,38426.967571318964,652110.9988847057
Mechanical,456595.50299680483,47,56896.58714575491,40366.637429401104,126676.93261213925,16058.386451255386,2023-04-03,256,178807.88776309098,7288.428597518292,323244.7072805018
Medical Electronics,1864660.6685556367,20,41518.269198165726,32806.92019308341,70994.71539806112,21716.772122447324,2023-11-17,360,40156.08672607006,14950.546830005673,664978.1734488857
CSE,276914.47587667836,19,70972.60733411256,20383.127847414144,78181.74116378804,12885.409781467086,2023-11-20,176,142287.0820591764,17341.783257150484,205256.29556385547
AI&DS,1644026.9315578237,29,78265.16928247517,44324.372998445826,114900.223740512,22064.981994532634,2024-01-19,868,386526.3248474486,29642.539286426425,747758.4158296168
Mechanical,792215.4222793311,10,11316.543298990815,5580.825259144639,66508.11922818286,26787.213543934708,2024-07-28,587,443657.5090281567,11503.185075812762,409672.48095095565
Medical Electronics,1762049.9248678857,18,28651.80697919905,15201.079343371564,28307.122466288594,10937.151059054995,2023-12-12,230,118548.30443215986,11027.354873000017,621427.2212340921
Mechanical,1742710.5457095283,28,74191.2281275003,30510.17583122912,29663.49915518929,29472.988902997495,2023-04-13,678,237138.4412368717,47470.50001435811,729884.8406632154
EEE,1621554.5302293613,35,44795.81553704508,20819.401702236413,34997.1641697415,14659.203428420175,2023-08-03,554,240458.78348923114,41189.13082840014,658353.5213882786
Civil,1590559.3507987696,43,69623.55522474473,32466.987289324745,133058.57203467615,11681.467128676544,2023-07-11,839,438051.89982226974,13129.470594102662,745506.3568811752
CSE,644124.3212411795,47,41226.63937611026,6084.958703390007,81389.43534830656,15537.779562757263,2024-11-02,262,383771.5359091447,23295.551355747095,386359.6508089121
Cybersecurity,207792.60194994175,31,45167.96370966734,10240.651871677062,112674.70801481574,7359.936897596479,2024-12-19,114,261407.83700034444,21002.989966590452,238531.455651762
Civil,835811.3485920648,27,24281.09863207164,10719.330809829766,71078.21362863612,8142.647662802891,2023-07-13,331,338666.12823116896,40595.18333294333,441314.66227191535
Cybersecurity,388372.8042236919,11,33240.791769954405,13517.764066220425,53632.42316403249,15360.851174208285,2024-01-15,294,425203.97641558974,27959.581241515494,299280.90316664294
Medical Electronics,1405154.6233598003,49,64487.058175682854,25669.914836024425,65134.981783087555,24061.113048477502,2024-02-07,960,14674.087472517022,10753.238164706016,604606.9897490935
IT,724894.4667486819,49,48984.680018364976,38845.791479460706,123243.70489123387,27507.805989362274,2024-10-25,641,207416.11521452383,38254.642842030975,455325.6397195776
AI&DS,1952439.891676834,38,79687.24146501356,45749.24770680055,101278.09625408697,21620.44976790677,2024-08-22,458,454549.15196576854,22859.959020121354,861938.8589092317
ECE,1299895.5508233975,5,86732.64594445085,42591.76386279107,141893.17139452725,7630.488880954243,2023-01-11,949,372753.3851135362,16831.591143446618,639637.0434224987
Civil,1653837.0990870039,8,58748.17763950839,13859.954229905761,108361.62121498842,21800.494054513376,2023-07-06,430,275992.2734236966,21897.437990932405,680290.4765346331
CSE,308423.11184660444,34,78244.05628504533,24851.774850378457,94123.61212811021,20885.6980175743,2024-12-26,526,269525.81824721536,27399.045362310335,305231.3186351743
Mechanical,1730928.240431614,48,37621.4061875113,13973.521899134075,99325.48116815848,25144.09795733328,2023-01-15,596,180407.34782617452,20440.198238765424,698638.4364336
CSE,1849376.521501119,12,47347.409386007035,16901.231750023584,142508.2871308939,25631.21666630452,2023-10-24,927,265055.0614843421,15885.759766629102,759024.9905207801
Medical Electronics,999770.741696925,38,74149.99085951479,27659.614168034877,122466.12088267179,26705.076894474474,2024-02-15,585,331137.7677370921,22932.591296179115,544388.3710040144
Cybersecurity,1232193.228614406,1,44759.07935353276,8064.906112558514,23125.360857636915,15353.28786447746,2024-08-07,907,214997.8888301086,5862.780983745421,500395.44216890534
Mechanical,1541379.1117608412,31,62965.444164308996,14817.844831697294,89438.16049764064,22446.60988380361,2023-02-21,548,359935.04173216526,39762.40307433413,708900.3401730977
ECE,390935.3231578045,4,26683.550117426035,47092.01725882028,109483.99350105342,11706.258973057767,2024-10-01,512,432003.79135758907,12692.520210541361,310506.04060285626
ECE,1030003.8491037127,49,63979.418347344814,25975.233169632003,117330.80219709016,29983.406999587605,2023-01-28,429,85795.57561058197,6975.707613378676,504998.6568864872
Civil,827392.9041560106,45,87536.23365042043,25042.39366900425,47708.47551081177,9383.356034421498,2024-07-30,831,231258.04118053796,34416.441180728565,464551.92023117427
Medical Electronics,335429.28471638577,5,88177.5675841083,5655.5219638075505,132733.05607867579,5252.860791520895,2023-01-17,988,209929.84472968974,39827.12579706525,313700.5272554762
IT,766692.1234684864,30,75190.99656965857,16132.98861762556,144259.60913277126,8720.2178629544,2023-12-17,246,346857.7539843668,41622.31092167794,450342.271946373
Medical Electronics,182936.00330171245,24,77117.80411685134,43983.15961919816,50772.98975983307,24396.807238603167,2024-03-03,358,132435.0579763854,27207.913219726997,204432.2611246681
Cybersecurity,100333.21855149962,3,60213.470063563065,12408.279271640095,134740.00947724195,16169.591912705288,2024-10-11,391,323722.9483266154,14241.56831104934,221120.4255507531
CSE,313574.26385190437,11,62620.12811492423,23680.62227906245,32607.239127092398,16187.506195260707,2023-08-17,910,439969.72844842914,38175.245476242206,311674.7854100094
ECE,1928074.467598889,45,22028.55232694662,5644.890764015056,27241.888694981873,28875.572990291712,2023-07-29,242,214884.48389887513,36487.08847194517,737874.8491857431
CSE,1121582.594995283,4,49947.3269579171,26525.096675175013,36799.09401335742,27990.872700701857,2024-03-06,846,456397.6929898178,16082.183034642796,537303.5303268675
CSE,1933353.214248779,26,50569.865549772745,5945.949802679772,27506.34033071468,12779.86844510023,2023-10-21,726,496650.23207740445,45653.34901382568,802248.7672818883
CSE,893370.8627437573,27,96264.80521009662,41882.42988796099,129851.59083025086,10226.453219521654,2024-08-04,464,61985.10447449652,9696.715613727305,468457.0670433571
ECE,658041.4595162561,46,48797.81763609605,42118.41953691966,27676.51877957535,26212.05524834349,2023-04-14,189,124196.06211258074,49220.970781609656,353129.91679283255
EEE,1036976.632538476,43,59440.838041248186,40448.39847360664,55316.344877275216,27650.47677610908,2023-07-23,819,475686.0782262257,43711.151493985904,591897.5705499221
Cybersecurity,907047.7928341747,27,57992.62593511922,17751.38310010032,33488.32465966133,18539.923069962173,2023-02-22,263,479580.5663758795,35955.439046558386,473649.9749556935
Cybersecurity,256046.13431040064,42,67308.55453398945,42675.67481998181,58404.86472078945,20735.59277792751,2024-01-10,580,57876.56493951166,47243.74497259248,261879.05651383952
Mechanical,1299611.313645902,6,77340.95481987063,29434.915967237117,31772.73078811966,11422.857117307334,2023-02-23,183,17349.265184796976,37504.00257456685,497228.8150633531
Medical Electronics,471274.4558937192,15,30253.76885537849,21821.36489901511,106840.42259659183,25020.067199463116,2023-10-03,176,88939.0113956469,13570.564866352066,261573.68779214492
Medical Electronics,1258196.5120507677,30,57585.19771885921,33139.848186690484,37332.48612453477,20803.06071122558,2023-12-01,772,498046.2638573017,24897.026215076527,591166.3714272121
AI&DS,1317892.1301763991,42,84332.59365844274,5555.347072716831,130739.97035905543,17587.837782449915,2023-01-31,616,98199.81213923656,8217.636094923591,592948.6498589119
Medical Electronics,346448.4636008638,37,51680.32424537603,11433.239492033848,126234.83659446333,6502.713901959895,2023-05-15,584,256248.32729379134,22534.58400296519,325527.65584756795
ECE,169631.77286580292,37,35061.17917362157,38403.209217661824,21776.019111179223,27898.374062778843,2023-02-27,689,425724.6859509504,38372.13588817439,274236.496617944
IT,1572485.0928334577,42,68923.81678206692,15987.272392226885,136444.4262169649,20386.28550961015,2023-04-15,702,19996.789237221106,22389.950791886782,666851.2688548652
Civil,946610.8263501744,37,84139.06562192107,31910.410279793734,23762.761176637716,9817.277367324199,2023-09-23,698,306199.60130664514,19863.237896066035,470734.12032261083
AI&DS,163419.4012356778,35,15682.626363465219,22329.617127036334,51153.95204448236,20159.65292457632,2024-06-05,881,145742.46994611592,31791.007512964035,204731.98071196364
Civil,1989989.318481046,23,79911.14350665043,43466.26004596677,24210.58791087936,21936.583855999335,2024-05-10,203,432544.10905546846,44249.20380495027,807807.8296530669
Cybersecurity,162672.09394291494,6,83948.3139665594,47858.68876984896,63659.65331511108,18144.258417080637,2023-09-10,551,148895.96313939878,7141.2436645750595,202258.3089993288
Civil,1405318.6962741788,4,51537.06348297461,44760.412776658566,86802.64834272531,22952.543448900564,2023-10-22,586,346510.30293813534,22346.169561488092,623844.8587205332
Civil,1968173.9042636566,18,98497.50911366206,17177.899761211847,123563.83297196795,19536.348698215606,2024-10-29,438,340367.6198992245,12120.833381686822,811008.2167056495
AI&DS,516401.2032210549,9,80803.75066365782,13737.329107073701,63937.6015610787,28694.239550803704,2023-06-07,786,118531.8389412236,36290.94128293413,326463.0939056827
Mechanical,327386.2689400325,49,79629.63084060991,26349.570212933075,111713.70320750517,6342.426964982671,2024-07-02,665,27051.607935491556,9757.60521940107,282591.6861335099
CSE,286700.63187373633,29,77305.47169708647,5330.0367876281125,44375.57942546744,7656.142711739012,2024-09-22,999,210532.29115484466,34916.34913611101,274421.21278590726
Medical Electronics,641386.5377568114,13,23554.72928964466,6161.422678843178,117577.79937673644,9341.790923858496,2023-03-08,577,151704.64446327614,17878.139185905828,313831.35271014716
Medical Electronics,247039.33147076104,47,29550.779780770972,29898.078783035002,50679.55876820088,22254.276765108305,2023-10-26,822,406399.0973107172,13951.256618175112,302480.4563175654
ECE,1399714.6163035573,17,51759.111831798255,28420.223187437867,38660.81827268983,21139.89681874522,2024-04-07,706,402178.4523431192,47135.86510212434,631327.3769029675
AI&DS,171469.00635362224,45,33760.39149635193,49756.1895065867,44103.15054862706,27301.471505242353,2024-12-25,322,233941.73657438648,5833.605953568014,208727.2370972631
ECE,1043373.1498920899,32,47371.68751006364,14082.882591369114,43668.2067546412,23321.93632209746,2023-04-11,108,307190.99040837726,24699.9772350306,458974.6849734504
IT,1993558.8650133046,48,89961.76989306287,16614.676812221078,86672.17431900885,17708.88718911481,2023-02-25,152,306087.1628335933,5973.21466078072,812454.4507385014
IT,1637242.0255367367,22,84189.42026913424,10109.328904682901,129823.68555445899,29795.794811590757,2023-11-28,176,415307.49272953544,26761.687164694806,720740.5376280844
ECE,1249677.904550471,4,66703.5890631984,46289.43543441851,30348.660009025734,11652.698904232479,2024-01-28,817,218251.1829203668,27547.13200074882,540990.8764666334
AI&DS,647194.5605338927,5,87230.83548259932,40001.50600063028,111904.32140414494,25829.79149463635,2024-01-16,602,144968.87309734945,19474.811212763616,390756.4186416117
ECE,1266596.880768695,37,80539.51501155243,42005.26001555814,105065.0397548715,15669.759304847983,2023-04-02,415,139867.10988886826,10947.279988626065,545159.5706017889
Medical Electronics,1077730.8546277205,41,48608.64386568014,45624.3704584029,133427.5937378171,21218.378471893353,2024-03-22,913,272734.21684828005,21937.43919805139,561654.5583311897
EEE,880862.5985862244,49,28095.863684495063,28620.49940266272,51739.182865897936,23181.71176131085,2023-04-19,921,230082.61933878416,35251.83229696547,468279.68185652024
Civil,304885.234643389,13,56278.093600840526,25303.693615282566,78514.28162905385,20843.85217975841,2023-11-13,941,225659.17778261873,40207.81138900066,302158.22721453314
EEE,1778878.21971891,34,76260.59942756951,19867.616314952742,140357.55867765727,8512.682577714831,2023-06-17,723,54657.296153956544,28883.777107466405,713623.4347292853
AI&DS,927080.0652015789,45,49277.76388566337,31514.657645653497,105799.14851759124,16073.775268698319,2024-03-10,962,362115.83293819585,31542.547749789002,556860.6757394217
EEE,429513.8980504919,22,70009.47188055076,25442.527855542012,70539.8936720076,19035.95944832811,2024-03-17,264,114730.97711113625,14027.736700609372,269392.77901802765
IT,767130.7342107147,23,18489.468366193927,25320.45139725088,37083.6097711849,26226.09397946492,2023-08-06,378,106507.27880227347,17929.864995244225,338355.69846881315
Cybersecurity,857553.0174314077,3,77320.4262734263,47161.75386790125,54123.051027076835,16091.143719964308,2023-08-10,126,212251.57693592279,12285.302452356129,387747.4016477093
Civil,1663698.896355405,42,83144.22579037558,49281.418142560855,95558.01207361983,27968.682620106287,2024-11-03,169,121611.3873927227,16218.29075020751,675670.6675776492
CSE,1480548.042094734,34,73615.4070202487,40841.79751983113,113361.83318286679,16009.355575630267,2024-06-11,317,296090.55098092754,15119.90511014893,666397.245932298
AI&DS,1550144.5426006126,32,97053.7228773729,39054.11406111177,36174.845290746154,18719.49648157529,2023-10-05,464,192017.03627389105,28375.19538760569,638572.6314996203
Civil,71510.96563586207,45,84398.68517145763,35625.11728005957,97947.64380572701,24907.142073570027,2024-07-22,800,229966.74407046716,30320.994010582825,267036.8435126845
